transaction_id;product_id;customer_id;transaction_date;online_order;order_status;brand;product_line;product_class;product_size;list_price in $;standard_cost in $;product_first_sold_date
7628;12;1210;2017/02/13;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1231,15;161,6;2004/08/17
7640;58;1570;2017/02/13;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;912,52;141,4;2015/10/18
7645;65;2364;2017/02/13;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1807,45;778,69;1995/10/24
9044;12;34;2017/02/13;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1231,15;161,6;2004/08/17
9069;81;3264;2017/02/13;FALSE;Approved;Norco Bicycles;Standard;Medium;Small;586,45;521,94;1998/12/16
9587;33;1265;2017/02/13;TRUE;Approved;Giant Bicycles;Standard;Medium;Small;1311,44;1167,18;2006/02/02
9793;88;1839;2017/02/13;FALSE;Approved;Norco Bicycles;Standard;High;Small;1661,92;1479,11;1996/04/05
9937;15;508;2017/02/13;TRUE;Approved;Norco Bicycles;Standard;Low;Medium;958,74;748,9;1993/05/26
10113;85;1250;2017/02/13;FALSE;Approved;WeareA2B;Standard;Medium;Medium;752,64;205,36;2015/08/02
10211;52;2673;2017/02/13;TRUE;Approved;OHM Cycles;Road;Medium;Medium;1280,28;829,51;1997/02/09
10758;26;2941;2017/02/13;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1992,93;762,63;1993/05/26
10847;0;1320;2017/02/13;TRUE;Approved;Solex;Standard;Medium;Medium;100,35;75,26;1994/08/10
11383;33;3418;2017/02/13;FALSE;Approved;OHM Cycles;Road;Medium;Small;1810;1610,9;2008/03/19
11919;37;1258;2017/02/13;FALSE;Approved;OHM Cycles;Standard;Low;Medium;1793,43;248,82;1999/07/20
12556;73;2194;2017/02/13;FALSE;Approved;Solex;Standard;Medium;Medium;1945,43;333,18;2003/09/09
12571;27;2910;2017/02/13;FALSE;Approved;Trek Bicycles;Standard;Medium;Medium;499,53;388,72;1991/08/05
12859;62;1783;2017/02/13;FALSE;Approved;Solex;Standard;Medium;Medium;478,16;298,72;2015/04/11
13233;72;542;2017/02/13;TRUE;Approved;Norco Bicycles;Standard;Medium;Medium;360,4;270,3;2016/12/06
13399;59;314;2017/02/13;FALSE;Approved;WeareA2B;Standard;Medium;Small;1415,01;1259,36;2000/11/03
13587;73;1396;2017/02/13;FALSE;Approved;Solex;Standard;Medium;Medium;1945,43;333,18;2002/08/31
14356;32;2385;2017/02/13;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;642,7;211,37;2002/03/22
14663;13;611;2017/02/13;TRUE;Approved;Solex;Standard;Medium;Medium;1163,89;589,27;2010/05/05
14892;69;2217;2017/02/13;FALSE;Approved;Giant Bicycles;Road;Medium;Medium;792,9;594,68;1992/10/02
15311;48;600;2017/02/13;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1762,96;950,52;2003/02/16
15546;68;2198;2017/02/13;N\A;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;2006/05/22
15814;29;761;2017/02/13;TRUE;Approved;Norco Bicycles;Road;Medium;Medium;543,39;407,54;1994/08/10
16106;19;977;2017/02/13;FALSE;Approved;Trek Bicycles;Mountain;Low;Medium;574,64;459,71;2003/02/07
16342;71;3135;2017/02/13;TRUE;Approved;Solex;Standard;High;Large;1842,92;1105,75;1995/10/24
16871;53;2165;2017/02/13;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;795,34;101,58;1997/02/09
16987;23;1625;2017/02/13;FALSE;Approved;Norco Bicycles;Mountain;Low;Small;688,63;612,88;1997/02/09
17196;19;1340;2017/02/13;FALSE;Approved;Trek Bicycles;Mountain;Low;Medium;574,64;459,71;2011/08/29
17307;98;2673;2017/02/13;FALSE;Approved;Trek Bicycles;Standard;High;Medium;358,39;215,03;2004/01/16
17342;25;2025;2017/02/13;TRUE;Approved;Giant Bicycles;Road;Medium;Medium;1538,99;829,65;2016/11/22
17885;52;3432;2017/02/13;TRUE;Approved;OHM Cycles;Road;Medium;Medium;1280,28;829,51;1997/02/09
18295;67;2986;2017/02/13;TRUE;Approved;Norco Bicycles;Road;Medium;Medium;544,05;376,84;2005/10/22
18767;91;1456;2017/02/13;FALSE;Approved;Solex;Standard;Medium;Medium;100,35;75,26;1994/08/10
18996;68;1140;2017/02/13;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;2014/10/10
19121;28;1423;2017/02/13;FALSE;Approved;Norco Bicycles;Standard;Medium;Small;1216,14;1082,36;1996/11/09
19174;67;3342;2017/02/13;FALSE;Approved;Norco Bicycles;Road;Medium;Medium;544,05;376,84;2005/10/22
19507;24;506;2017/02/13;TRUE;Approved;Solex;Road;Medium;Large;1777,8;820,78;2011/05/07
637;96;524;2017/02/14;FALSE;Approved;WeareA2B;Road;Low;Small;1172,78;1043,77;2002/10/10
964;55;2142;2017/02/14;TRUE;Approved;Trek Bicycles;Road;Medium;Large;1894,19;598,76;2003/07/21
1219;87;1897;2017/02/14;TRUE;Approved;Giant Bicycles;Standard;High;Medium;1179;707,4;1998/12/16
1303;54;3326;2017/02/14;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1807,45;778,69;2005/10/22
1623;81;2782;2017/02/14;FALSE;Approved;Norco Bicycles;Standard;Medium;Small;586,45;521,94;1991/07/10
1662;41;1396;2017/02/14;TRUE;Approved;Solex;Road;Medium;Medium;416,98;312,74;1997/05/10
1680;5;3457;2017/02/14;FALSE;Approved;Trek Bicycles;Mountain;Low;Medium;574,64;459,71;2011/08/29
1829;64;1140;2017/02/14;FALSE;Approved;Trek Bicycles;Standard;Medium;Large;1469,44;596,55;1992/10/02
1872;10;1298;2017/02/14;FALSE;Approved;WeareA2B;Touring;Medium;Medium;1466,68;363,25;2014/03/03
1966;55;3010;2017/02/14;FALSE;Approved;Trek Bicycles;Road;Medium;Large;1894,19;598,76;2003/07/21
2102;23;1154;2017/02/14;TRUE;Approved;Norco Bicycles;Mountain;Low;Small;688,63;612,88;2011/05/07
2556;80;2193;2017/02/14;FALSE;Approved;OHM Cycles;Touring;Low;Medium;1073,07;933,84;2013/09/16
2707;68;693;2017/02/14;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;1995/10/24
2852;92;89;2017/02/14;FALSE;Approved;WeareA2B;Standard;Medium;Small;1415,01;1259,36;2003/01/05
2921;1;1329;2017/02/14;FALSE;Approved;Giant Bicycles;Standard;Medium;Medium;1403,5;954,82;2016/11/14
4398;26;700;2017/02/14;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1992,93;762,63;1993/05/26
4499;87;1315;2017/02/14;TRUE;Approved;Giant Bicycles;Standard;High;Medium;1179;707,4;1997/08/25
4560;28;2160;2017/02/14;FALSE;Approved;Norco Bicycles;Standard;Medium;Small;1216,14;1082,36;1991/11/10
4587;79;855;2017/02/14;FALSE;Approved;Solex;Touring;Medium;Large;2083,94;675,03;2010/05/05
4905;74;322;2017/02/14;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1228,07;400,91;2015/08/10
5015;72;1965;2017/02/14;FALSE;Approved;Norco Bicycles;Standard;Medium;Medium;360,4;270,3;1997/01/25
5155;39;2187;2017/02/14;TRUE;Approved;Giant Bicycles;Standard;Medium;Large;1812,75;582,48;2010/06/07
5394;56;1402;2017/02/14;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;183,86;137,9;1997/10/04
5523;25;1591;2017/02/14;TRUE;Approved;Giant Bicycles;Road;Medium;Medium;1538,99;829,65;2016/02/04
5565;20;3489;2017/02/14;TRUE;Approved;Trek Bicycles;Standard;Medium;Small;1775,81;1580,47;2010/05/05
6084;9;887;2017/02/14;FALSE;Approved;Norco Bicycles;Standard;Medium;Small;1216,14;1082,36;1991/08/05
6313;14;1164;2017/02/14;FALSE;Approved;Trek Bicycles;Standard;Medium;Small;1386,84;1234,29;2003/08/05
6388;66;2544;2017/02/14;TRUE;Approved;Giant Bicycles;Road;Low;Small;590,26;525,33;2010/08/20
6474;6;2427;2017/02/14;FALSE;Approved;Solex;Standard;High;Medium;748,17;448,9;1995/12/19
7061;9;3460;2017/02/14;FALSE;Approved;OHM Cycles;Road;Medium;Medium;742,54;667,4;1991/11/07
7099;97;748;2017/02/14;TRUE;Approved;OHM Cycles;Road;Medium;Medium;742,54;667,4;1991/11/07
7966;93;2399;2017/02/14;FALSE;Approved;OHM Cycles;Standard;High;Medium;1458,17;874,9;2011/05/09
8131;46;723;2017/02/14;FALSE;Approved;Solex;Standard;Low;Medium;1289,85;74,51;2007/12/11
8186;83;2894;2017/02/14;TRUE;Approved;Solex;Touring;Medium;Large;2083,94;675,03;2004/12/18
8241;58;2379;2017/02/14;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;912,52;141,4;1993/07/20
8373;88;2476;2017/02/14;FALSE;Approved;Norco Bicycles;Standard;High;Small;1661,92;1479,11;1994/09/09
8818;33;2099;2017/02/14;FALSE;Approved;OHM Cycles;Road;Medium;Small;1810;1610,9;2007/12/11
9002;25;1419;2017/02/14;TRUE;Approved;Giant Bicycles;Road;Medium;Medium;1538,99;829,65;1992/10/11
9381;17;1472;2017/02/14;TRUE;Approved;Solex;Standard;High;Medium;1024,66;614,8;1996/11/09
9617;40;2273;2017/02/14;TRUE;Approved;OHM Cycles;Standard;High;Medium;1458,17;874,9;2007/12/11
9694;87;2529;2017/02/14;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;2015/04/11
9702;33;1688;2017/02/14;FALSE;Approved;Giant Bicycles;Standard;Medium;Small;1311,44;1167,18;1992/10/11
9724;36;1241;2017/02/14;TRUE;Approved;Solex;Standard;Low;Medium;945,04;507,58;2006/02/02
9731;68;212;2017/02/14;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;2010/08/20
9766;47;2131;2017/02/14;TRUE;Approved;Trek Bicycles;Road;Low;Small;1720,7;1531,42;2012/04/10
9773;44;2705;2017/02/14;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1769,64;108,76;2011/05/09
9786;28;367;2017/02/14;FALSE;Approved;Norco Bicycles;Standard;Medium;Small;1216,14;1082,36;1992/10/11
10791;34;2126;2017/02/14;FALSE;Approved;Norco Bicycles;Road;High;Large;774,53;464,72;2006/02/02
10907;70;546;2017/02/14;FALSE;Approved;Trek Bicycles;Standard;High;Medium;495,72;297,43;2003/09/10
11661;2;328;2017/02/14;TRUE;Approved;Solex;Standard;Medium;Medium;71,49;53,62;2012/12/02
11731;89;917;2017/02/14;TRUE;Approved;WeareA2B;Touring;Medium;Large;1362,99;57,74;1993/04/20
11967;79;2541;2017/02/14;FALSE;Approved;Solex;Touring;Medium;Large;2083,94;675,03;2005/05/10
12106;16;3263;2017/02/14;FALSE;Approved;Norco Bicycles;Standard;High;Small;1661,92;1479,11;1994/09/09
12573;10;2793;2017/02/14;FALSE;Approved;WeareA2B;Touring;Medium;Medium;1466,68;363,25;2016/07/09
13103;50;3012;2017/02/14;TRUE;Approved;WeareA2B;Standard;Medium;Small;175,89;131,92;1991/01/21
13121;53;1510;2017/02/14;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;795,34;101,58;1997/02/09
13170;51;702;2017/02/14;TRUE;Approved;OHM Cycles;Standard;High;Medium;2005,66;1203,4;2012/04/10
13394;69;288;2017/02/14;TRUE;Approved;Norco Bicycles;Road;Medium;Large;1240,31;795,1;2011/01/10
13545;23;2186;2017/02/14;TRUE;Approved;Norco Bicycles;Standard;Medium;Medium;1198,46;381,1;1998/12/16
14743;96;2915;2017/02/14;TRUE;Approved;WeareA2B;Road;Low;Small;1172,78;1043,77;2002/10/10
14991;22;2071;2017/02/14;FALSE;Approved;WeareA2B;Standard;Medium;Medium;60,34;45,26;1993/07/15
15048;5;3127;2017/02/14;FALSE;Approved;Trek Bicycles;Mountain;Low;Medium;574,64;459,71;2011/08/29
15176;40;2505;2017/02/14;TRUE;Approved;Trek Bicycles;Road;Medium;Large;1894,19;598,76;2003/07/21
15225;31;574;2017/02/14;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;230,91;173,18;2006/11/10
15536;22;2726;2017/02/14;FALSE;Approved;WeareA2B;Standard;Medium;Medium;60,34;45,26;1993/07/15
15861;59;2500;2017/02/14;FALSE;Approved;WeareA2B;Standard;Medium;Small;1415,01;1259,36;2016/03/29
16024;5;2569;2017/02/14;TRUE;Approved;Trek Bicycles;Mountain;Low;Medium;574,64;459,71;2011/08/29
16447;91;2634;2017/02/14;FALSE;Approved;WeareA2B;Standard;Low;Medium;642,31;513,85;2014/10/10
16456;2;434;2017/02/14;FALSE;Approved;Solex;Standard;Medium;Medium;71,49;53,62;1991/11/07
16860;25;897;2017/02/14;TRUE;Approved;Giant Bicycles;Road;Medium;Medium;1538,99;829,65;2016/02/04
17205;46;121;2017/02/14;FALSE;Approved;Solex;Standard;Low;Medium;1289,85;74,51;2007/12/11
17419;93;578;2017/02/14;FALSE;Approved;OHM Cycles;Standard;High;Medium;1458,17;874,9;2007/12/11
17980;62;2895;2017/02/14;FALSE;Approved;Solex;Standard;Medium;Medium;478,16;298,72;1992/10/02
18430;27;1626;2017/02/14;FALSE;Approved;Trek Bicycles;Standard;Medium;Medium;499,53;388,72;1999/06/23
18603;4;1025;2017/02/14;TRUE;Approved;Giant Bicycles;Standard;High;Medium;1129,13;677,48;2005/08/09
18675;18;2886;2017/02/14;TRUE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;2013/03/12
18696;32;500;2017/02/14;FALSE;Approved;Giant Bicycles;Standard;Medium;Medium;642,7;211,37;1997/05/10
18928;1;3185;2017/02/14;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;1403,5;954,82;2016/11/14
18998;75;1537;2017/02/14;FALSE;Approved;Giant Bicycles;Touring;Medium;Large;1873,97;863,95;2006/05/22
19356;44;2313;2017/02/14;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1769,64;108,76;2011/05/09
19700;85;378;2017/02/14;TRUE;Approved;WeareA2B;Standard;Medium;Medium;752,64;205,36;2015/08/02
59;93;993;2017/02/15;TRUE;Approved;OHM Cycles;Standard;High;Medium;1458,17;874,9;2006/02/02
106;70;2489;2017/02/15;FALSE;Approved;Trek Bicycles;Standard;High;Medium;495,72;297,43;2015/04/11
389;17;2834;2017/02/15;TRUE;Approved;Solex;Standard;High;Medium;1024,66;614,8;1996/11/09
483;59;1591;2017/02/15;TRUE;Approved;Solex;Standard;Medium;Large;1061,56;733,58;1993/07/20
487;27;223;2017/02/15;TRUE;Approved;Trek Bicycles;Standard;Medium;Medium;499,53;388,72;1994/07/12
959;9;2758;2017/02/15;FALSE;Approved;OHM Cycles;Road;Medium;Medium;742,54;667,4;1991/11/07
1389;94;486;2017/02/15;TRUE;Approved;Giant Bicycles;Standard;Medium;Large;1635,3;993,66;1994/08/10
1431;34;997;2017/02/15;FALSE;Approved;Norco Bicycles;Road;High;Large;774,53;464,72;1999/07/20
1896;75;3241;2017/02/15;FALSE;Approved;Giant Bicycles;Touring;Medium;Large;1873,97;863,95;2004/07/25
2254;45;1653;2017/02/15;TRUE;Approved;Solex;Standard;Medium;Medium;441,49;84,99;2012/06/04
2761;7;877;2017/02/15;FALSE;Approved;Trek Bicycles;Road;Low;Medium;980,37;234,43;2005/12/07
2929;65;1615;2017/02/15;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1807,45;778,69;2015/04/11
3003;87;200;2017/02/15;TRUE;Approved;Giant Bicycles;Standard;High;Medium;1179;707,4;2005/05/10
3033;64;1120;2017/02/15;N\A;Approved;Trek Bicycles;Standard;Medium;Large;1469,44;596,55;2012/05/18
3041;6;3334;2017/02/15;TRUE;Approved;OHM Cycles;Standard;High;Medium;227,88;136,73;2011/04/16
4026;50;343;2017/02/15;FALSE;Approved;WeareA2B;Standard;Medium;Small;175,89;131,92;2003/02/16
4238;80;3351;2017/02/15;TRUE;Approved;OHM Cycles;Touring;Low;Medium;1073,07;933,84;1997/01/25
4609;20;248;2017/02/15;FALSE;Approved;Trek Bicycles;Standard;Medium;Small;1775,81;1580,47;2010/05/05
4720;8;1060;2017/02/15;TRUE;Approved;Solex;Road;Medium;Small;1703,52;1516,13;2016/07/09
5509;77;3407;2017/02/15;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1769,64;108,76;2014/07/28
5657;18;2903;2017/02/15;FALSE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;1993/07/15
5780;15;2292;2017/02/15;FALSE;Approved;Norco Bicycles;Standard;Low;Medium;958,74;748,9;2005/12/07
7038;29;2474;2017/02/15;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1065,03;230,09;1994/08/10
7136;93;833;2017/02/15;TRUE;Approved;OHM Cycles;Standard;High;Medium;1458,17;874,9;1993/04/12
7590;87;2697;2017/02/15;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;2010/08/20
7708;67;365;2017/02/15;FALSE;Approved;Solex;Standard;Medium;Large;1071,23;380,74;1996/04/05
7986;75;1313;2017/02/15;FALSE;Approved;Giant Bicycles;Touring;Medium;Large;1873,97;863,95;2006/05/22
8130;85;2351;2017/02/15;TRUE;Approved;WeareA2B;Standard;Medium;Medium;752,64;205,36;2003/01/05
8537;56;759;2017/02/15;FALSE;Approved;Norco Bicycles;Mountain;Low;Small;688,63;612,88;1993/10/02
8541;87;129;2017/02/15;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;2015/04/11
8840;72;1621;2017/02/15;FALSE;Approved;Norco Bicycles;Standard;Medium;Medium;360,4;270,3;2016/12/06
9222;32;2017;2017/02/15;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;642,7;211,37;1994/07/12
11288;18;3405;2017/02/15;TRUE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;1998/12/16
11590;43;1530;2017/02/15;FALSE;Approved;Solex;Standard;Medium;Medium;1151,96;649,49;1999/12/04
11672;85;1093;2017/02/15;TRUE;Approved;WeareA2B;Standard;Medium;Medium;752,64;205,36;2015/08/02
11800;98;1243;2017/02/15;FALSE;Approved;Trek Bicycles;Standard;High;Medium;358,39;215,03;2004/01/16
12165;56;1831;2017/02/15;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;183,86;137,9;1997/10/04
12248;48;3165;2017/02/15;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1762,96;950,52;2014/07/28
12730;4;115;2017/02/15;TRUE;Approved;Giant Bicycles;Standard;High;Medium;1129,13;677,48;2005/08/09
13072;71;679;2017/02/15;TRUE;Approved;Solex;Standard;High;Large;1842,92;1105,75;1995/10/24
13247;16;1542;2017/02/15;TRUE;Approved;Norco Bicycles;Standard;High;Small;1661,92;1479,11;1996/11/09
14750;77;2060;2017/02/15;TRUE;Approved;Norco Bicycles;Road;Medium;Large;1240,31;795,1;2011/01/10
14952;79;1611;2017/02/15;TRUE;Approved;Solex;Touring;Medium;Large;2083,94;675,03;1998/12/16
15144;96;1322;2017/02/15;FALSE;Approved;WeareA2B;Road;Low;Small;1172,78;1043,77;2002/10/10
15361;11;2461;2017/02/15;TRUE;Approved;Giant Bicycles;Standard;High;Medium;1274,93;764,96;2007/08/04
15435;82;2060;2017/02/15;FALSE;Approved;Norco Bicycles;Standard;High;Medium;1148,64;689,18;2015/08/10
15828;12;881;2017/02/15;TRUE;Approved;Giant Bicycles;Standard;Medium;Large;1765,3;709,48;2003/01/05
16334;18;2934;2017/02/15;FALSE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;2015/08/02
16419;18;2120;2017/02/15;FALSE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;2013/03/12
16851;91;1238;2017/02/15;TRUE;Approved;Solex;Standard;Medium;Medium;100,35;75,26;2003/09/10
17195;96;1898;2017/02/15;FALSE;Approved;WeareA2B;Road;Low;Small;1172,78;1043,77;1991/05/06
17227;8;1851;2017/02/15;TRUE;Approved;Solex;Road;Medium;Small;1703,52;1516,13;2011/04/16
17786;0;1875;2017/02/15;FALSE;Approved;Solex;Standard;Medium;Medium;71,49;53,62;2012/12/02
17929;33;859;2017/02/15;TRUE;Approved;Giant Bicycles;Standard;Medium;Small;1311,44;1167,18;1995/12/19
18532;5;460;2017/02/15;TRUE;Approved;Trek Bicycles;Mountain;Low;Medium;574,64;459,71;2007/08/04
19142;75;1872;2017/02/15;FALSE;Approved;Giant Bicycles;Touring;Medium;Large;1873,97;863,95;2011/01/10
19457;64;2524;2017/02/15;FALSE;Approved;Trek Bicycles;Standard;Medium;Large;1469,44;596,55;2005/10/22
590;0;1141;2017/02/16;TRUE;Approved;Giant Bicycles;Standard;Medium;Large;569,56;528,43;1991/05/06
666;62;2777;2017/02/16;TRUE;Approved;Solex;Standard;Medium;Medium;478,16;298,72;2010/08/20
895;39;2025;2017/02/16;FALSE;Approved;Giant Bicycles;Standard;Medium;Large;1812,75;582,48;2006/02/02
1017;17;320;2017/02/16;TRUE;Approved;Solex;Standard;High;Medium;1024,66;614,8;1996/11/09
1173;8;2646;2017/02/16;FALSE;Approved;Solex;Road;Medium;Small;1703,52;1516,13;2003/08/05
1417;8;1311;2017/02/16;TRUE;Approved;Solex;Road;Medium;Small;1703,52;1516,13;2005/12/07
3427;43;1959;2017/02/16;FALSE;Approved;Solex;Standard;Medium;Medium;1151,96;649,49;2006/10/01
3887;34;3455;2017/02/16;FALSE;Approved;Norco Bicycles;Road;High;Large;774,53;464,72;2003/03/18
4056;26;2930;2017/02/16;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1992,93;762,63;1993/05/26
4322;47;3420;2017/02/16;TRUE;Approved;Trek Bicycles;Road;Low;Small;1720,7;1531,42;2012/06/04
4526;22;787;2017/02/16;TRUE;Approved;WeareA2B;Standard;Medium;Medium;60,34;45,26;1991/11/10
4570;64;2364;2017/02/16;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;1469,44;596,55;2005/10/22
4691;0;123;2017/02/16;TRUE;Approved;Norco Bicycles;Standard;Medium;Medium;360,4;270,3;2016/12/06
4840;22;294;2017/02/16;TRUE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;2004/12/18
4853;24;1722;2017/02/16;FALSE;Approved;Solex;Road;Medium;Large;1777,8;820,78;2011/05/07
4855;0;3320;2017/02/16;TRUE;Approved;OHM Cycles;Standard;High;Medium;227,88;136,73;2003/02/07
5301;42;1603;2017/02/16;TRUE;Approved;OHM Cycles;Road;Medium;Small;1810;1610,9;2003/02/16
5512;79;1028;2017/02/16;TRUE;Approved;Solex;Touring;Medium;Large;2083,94;675,03;2010/05/05
5516;99;639;2017/02/16;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;1227,34;770,89;1994/08/10
6298;23;3361;2017/02/16;FALSE;Approved;Norco Bicycles;Mountain;Low;Small;688,63;612,88;2012/04/10
6887;34;788;2017/02/16;TRUE;Approved;Norco Bicycles;Road;High;Large;774,53;464,72;2003/03/18
7496;71;2880;2017/02/16;FALSE;Approved;Solex;Standard;High;Large;1842,92;1105,75;1995/10/24
7704;24;3342;2017/02/16;TRUE;Approved;Solex;Road;Medium;Large;1777,8;820,78;2011/05/07
7837;38;733;2017/02/16;FALSE;Approved;Solex;Standard;Medium;Medium;1577,53;826,51;2011/03/16
7907;59;96;2017/02/16;TRUE;Approved;Solex;Standard;Medium;Large;1061,56;733,58;1993/07/20
8416;74;3500;2017/02/16;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1228,07;400,91;2000/05/22
8650;61;2662;2017/02/16;FALSE;Approved;OHM Cycles;Standard;Low;Medium;71,16;56,93;2005/10/22
8905;66;13;2017/02/16;FALSE;Approved;Solex;Standard;Medium;Medium;1163,89;589,27;1996/11/09
9848;69;2654;2017/02/16;TRUE;Approved;Giant Bicycles;Road;Medium;Medium;792,9;594,68;1992/10/02
9905;41;2102;2017/02/16;TRUE;Approved;Solex;Road;Medium;Medium;416,98;312,74;1997/05/10
10188;43;1682;2017/02/16;TRUE;Approved;Solex;Standard;Medium;Medium;1151,96;649,49;2014/07/28
10542;3;346;2017/02/16;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2012/09/15
10622;91;134;2017/02/16;FALSE;Approved;Solex;Standard;Medium;Medium;100,35;75,26;1994/08/10
10955;44;908;2017/02/16;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1769,64;108,76;2011/05/09
11225;3;2070;2017/02/16;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2006/05/22
11278;24;927;2017/02/16;TRUE;Approved;Solex;Road;Medium;Large;1777,8;820,78;2006/11/10
11555;93;1890;2017/02/16;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1065,03;230,09;2000/11/03
12123;83;426;2017/02/16;TRUE;Approved;Solex;Touring;Medium;Large;2083,94;675,03;2013/09/16
12164;7;618;2017/02/16;FALSE;Approved;Trek Bicycles;Road;Low;Medium;980,37;234,43;2003/08/05
12386;23;1301;2017/02/16;TRUE;Approved;Norco Bicycles;Mountain;Low;Small;688,63;612,88;1993/10/02
13619;54;129;2017/02/16;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1807,45;778,69;2005/10/22
14046;35;634;2017/02/16;TRUE;Approved;Trek Bicycles;Standard;Low;Medium;1057,51;154,4;1994/07/12
14328;68;2932;2017/02/16;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;2010/08/20
14450;61;1227;2017/02/16;TRUE;Approved;OHM Cycles;Standard;Low;Medium;71,16;56,93;2015/06/17
14513;3;2190;2017/02/16;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2012/09/15
15091;0;1432;2017/02/16;TRUE;Approved;OHM Cycles;Standard;Low;Medium;71,16;56,93;2012/05/18
15674;56;196;2017/02/16;FALSE;Approved;Norco Bicycles;Mountain;Low;Small;688,63;612,88;1993/10/02
15742;17;2340;2017/02/16;TRUE;Approved;Solex;Standard;High;Medium;1024,66;614,8;1996/11/09
15869;4;498;2017/02/16;TRUE;Approved;Solex;Standard;Medium;Medium;1483,2;99,59;1992/10/02
16463;25;561;2017/02/16;FALSE;Approved;Giant Bicycles;Road;Medium;Medium;1538,99;829,65;2016/02/04
16526;0;1269;2017/02/16;FALSE;Approved;Trek Bicycles;Road;Medium;Medium;533,51;400,13;2003/02/16
16898;67;488;2017/02/16;TRUE;Approved;Norco Bicycles;Road;Medium;Medium;544,05;376,84;2005/10/22
16978;99;789;2017/02/16;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;1227,34;770,89;1991/05/06
16980;8;2449;2017/02/16;FALSE;Approved;Solex;Road;Medium;Small;1703,52;1516,13;2011/04/16
17076;96;393;2017/02/16;FALSE;Approved;WeareA2B;Road;Low;Small;1172,78;1043,77;1994/08/10
17446;47;2333;2017/02/16;FALSE;Approved;Trek Bicycles;Road;Low;Small;1720,7;1531,42;2003/02/16
17685;33;3330;2017/02/16;FALSE;Approved;Giant Bicycles;Standard;Medium;Small;1311,44;1167,18;1994/07/12
18751;85;1913;2017/02/16;TRUE;Approved;WeareA2B;Standard;Medium;Medium;752,64;205,36;1998/12/16
19485;98;314;2017/02/16;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;795,34;101,58;1993/07/20
19695;38;1093;2017/02/16;FALSE;Approved;Solex;Standard;Medium;Medium;1577,53;826,51;2011/03/16
19961;42;3196;2017/02/16;FALSE;Approved;OHM Cycles;Road;Medium;Small;1810;1610,9;2008/03/19
403;14;140;2017/02/17;FALSE;Approved;Trek Bicycles;Standard;Medium;Small;1386,84;1234,29;2003/08/05
628;3;2060;2017/02/17;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2012/09/15
